class,count,label
miR-5179,3,3069
miR-5185,3,3070
miR-5189,3,3071
miR-5191,3,3072
miR-5195,3,3073
miR-5196,3,3074
miR-5197,3,3075
miR-5198,3,3076
miR-5201,3,3077
miR-5206,3,3078
miR-5208,3,3079
miR-5211,3,3080
miR-5224,3,3081
miR-5228,3,3082
miR-5261,3,3083
miR-5267,3,3084
miR-5269,3,3085
miR-5274,3,3086
miR-5279,3,3087
miR-5286,3,3088
miR-5298,3,3089
miR-5302,3,3090
miR-5316,3,3091
miR-5317,3,3092
miR-5342,3,3093
miR-5345,3,3094
miR-5347,3,3095
miR-5349,3,3096
miR-5351,3,3097
miR-5353,3,3098
miR-5355,3,3099
miR-5357,3,3100
miR-5362,3,3101
miR-5364,3,3102
miR-5369,3,3103
miR-5370,3,3104
miR-5371,3,3105
miR-5374,3,3106
miR-5377,3,3107
miR-5379,3,3108
miR-5394,3,3109
miR-5396,3,3110
miR-5402,3,3111
miR-5406,3,3112
miR-5410,3,3113
miR-5413,3,3114
miR-5426,3,3115
miR-5436,3,3116
miR-5444,3,3117
miR-5504,3,3118
miR-5536,3,3119
miR-5546,3,3120
miR-5547,3,3121
miR-5548,3,3122
miR-5549,3,3123
miR-5552,3,3124
miR-5553,3,3125
miR-5558,3,3126
miR-5559,3,3127
miR-5560,3,3128
miR-5562,3,3129
miR-5567,3,3130
miR-5579,3,3131
miR-5580,3,3132
miR-5582,3,3133
miR-5585,3,3134
miR-5587,3,3135
miR-5588,3,3136
miR-5589,3,3137
miR-5590,3,3138
miR-5591,3,3139
miR-5592,3,3140
miR-5595,3,3141
miR-5597,3,3142
miR-5598,3,3143
miR-5600,3,3144
miR-5601,3,3145
miR-5602,3,3146
miR-5605,3,3147
miR-5608,3,3148
miR-5610,3,3149
miR-5611,3,3150
miR-5615,3,3151
miR-5617,3,3152
miR-5618,3,3153
miR-5622,3,3154
miR-5625,3,3155
miR-5631,3,3156
miR-5638,3,3157
miR-5640,3,3158
miR-5645,3,3159
miR-5648,3,3160
miR-5665,3,3161
miR-5670,3,3162
miR-5681,3,3163
miR-5692,3,3164
miR-5697,3,3165
miR-5709,3,3166
miR-5712,3,3167
miR-5730,3,3168
miR-5732,3,3169
miR-5738,3,3170
miR-5741,3,3171
miR-5786,3,3172
miR-5838,3,3173
miR-5839,3,3174
miR-5841,3,3175
miR-5856,3,3176
miR-5858,3,3177
miR-5862,3,3178
miR-5879,3,3179
miR-5880,3,3180
miR-5882,3,3181
miR-5886,3,3182
miR-5894,3,3183
miR-5895,3,3184
miR-5896,3,3185
miR-5906,3,3186
miR-5912,3,3187
miR-5932,3,3188
miR-5945,3,3189
miR-5948,3,3190
miR-5976,3,3191
miR-5983,3,3192
miR-6002,3,3193
miR-6003,3,3194
miR-6004,3,3195
miR-6005,3,3196
miR-6006,3,3197
miR-6008,3,3198
miR-6009,3,3199
miR-6010,3,3200
miR-6011,3,3201
miR-6013,3,3202
miR-6014,3,3203
miR-6015,3,3204
miR-6017,3,3205
miR-6018,3,3206
miR-6022,3,3207
miR-6024,3,3208
miR-6030,3,3209
miR-6047,3,3210
miR-6131,3,3211
miR-6148,3,3212
miR-6221,3,3213
miR-6300,3,3214
miR-6301,3,3215
miR-6305,3,3216
miR-6307,3,3217
miR-6313,3,3218
miR-6418,3,3219
miR-6450,3,3220
miR-6476,3,3221
miR-6489,3,3222
miR-6493,3,3223
miR-6497,3,3224
miR-6500,3,3225
miR-6501,3,3226
miR-6502,3,3227
miR-6504,3,3228
miR-6507,3,3229
miR-6508,3,3230
miR-6509,3,3231
miR-6510,3,3232
miR-6513,3,3233
miR-6514,3,3234
miR-6537,3,3235
miR-6542,3,3236
miR-6543,3,3237
miR-6547,3,3238
miR-6548,3,3239
miR-6549,3,3240
miR-6550,3,3241
miR-6551,3,3242
miR-6553,3,3243
miR-6554,3,3244
miR-6558,3,3245
miR-6559,3,3246
miR-6560,3,3247
miR-6561,3,3248
miR-6562,3,3249
miR-6563,3,3250
miR-6566,3,3251
miR-6567,3,3252
miR-6568,3,3253
miR-6569,3,3254
miR-6570,3,3255
miR-6576,3,3256
miR-6580,3,3257
miR-6590,3,3258
miR-6596,3,3259
miR-6775,3,3260
miR-6782,3,3261
miR-6794,3,3262
miR-6960,3,3263
miR-7035,3,3264
miR-7045,3,3265
miR-7054,3,3266
miR-7055,3,3267
miR-7057,3,3268
miR-7059,3,3269
miR-7060,3,3270
miR-7065,3,3271
miR-7066,3,3272
miR-7068,3,3273
miR-7069,3,3274
miR-7070,3,3275
miR-7073,3,3276
miR-7078,3,3277
miR-7081,3,3278
miR-7094,3,3279
miR-7125,3,3280
miR-7143,3,3281
miR-7144,3,3282
miR-7320,3,3283
miR-7331,3,3284
miR-7359,3,3285
miR-7360,3,3286
miR-7563,3,3287
miR-7594,3,3288
miR-7642,3,3289
miR-7667,3,3290
miR-7857,3,3291
miR-7865,3,3292
miR-7959,3,3293
miR-7964,3,3294
miR-8036,3,3295
miR-8131,3,3296
miR-8159,3,3297
miR-8303,3,3298
miR-8315,3,3299
miR-8338,3,3300
miR-8489,3,3301
miR-8499,3,3302
miR-8536,3,3303
miR-8558,3,3304
miR-8636,3,3305
miR-8993,3,3306
miR-9226,3,3307
miR-9230,3,3308
miR-9236,3,3309
miR-9237,3,3310
miR-9243,3,3311
miR-9246,3,3312
miR-9287,3,3313
miR-9298,3,3314
miR-9552,3,3315
miR-9704,3,3316
miR-9772,3,3317
miR-9776,3,3318
miR-9952,3,3319
miR-10051,3,3320
miR-10078,3,3321
miR-10087,3,3322
miR-10162,3,3323
miR-10164,3,3324
miR-10174,3,3325
miR-10177,3,3326
miR-10178,3,3327
miR-10189,3,3328
miR-10191,3,3329
miR-10192,3,3330
miR-10194,3,3331
miR-10197,3,3332
miR-10199,3,3333
miR-10200,3,3334
miR-10202,3,3335
miR-10203,3,3336
miR-10204,3,3337
miR-10205,3,3338
miR-10207,3,3339
miR-10208,3,3340
miR-10209,3,3341
miR-10210,3,3342
miR-10211,3,3343
miR-10212,3,3344
miR-10213,3,3345
miR-10214,3,3346
miR-10218,3,3347
miR-10219,3,3348
miR-10220,3,3349
miR-10221,3,3350
miR-10222,3,3351
miR-10223,3,3352
miR-10224,3,3353
miR-10225,3,3354
miR-10246,3,3355
miR-10275,3,3356
miR-10280,3,3357
miR-10294,3,3358
miR-10311,3,3359
miR-10314,3,3360
miR-10319,3,3361
miR-10327,3,3362
miR-10330,3,3363
miR-10335,3,3364
miR-10337,3,3365
miR-10338,3,3366
miR-10342,3,3367
miR-10343,3,3368
miR-10344,3,3369
miR-10345,3,3370
miR-10347,3,3371
miR-10350,3,3372
miR-10353,3,3373
miR-10363,3,3374
miR-10381,3,3375
miR-10382,3,3376
miR-10383,3,3377
miR-10385,3,3378
miR-10389,3,3379
miR-10390,3,3380
miR-10391,3,3381
miR-10393,3,3382
miR-10406,3,3383
miR-10407,3,3384
miR-10408,3,3385
miR-10409,3,3386
miR-10411,3,3387
miR-10417,3,3388
miR-10418,3,3389
miR-10420,3,3390
miR-10421,3,3391
miR-10422,3,3392
miR-10424,3,3393
miR-10425,3,3394
miR-10426,3,3395
miR-10428,3,3396
miR-10431,3,3397
miR-10432,3,3398
miR-10433,3,3399
miR-10434,3,3400
miR-10435,3,3401
miR-10436,3,3402
miR-10437,3,3403
miR-10440,3,3404
miR-10442,3,3405
miR-10443,3,3406
miR-10444,3,3407
miR-10445,3,3408
miR-10448,3,3409
miR-10449,3,3410
miR-10478,3,3411
miR-10515,3,3412
miR-10516,3,3413
miR-10517,3,3414
miR-10518,3,3415
miR-10520,3,3416
miR-10521,3,3417
miR-10523,3,3418
miR-10528,3,3419
miR-10531,3,3420
miR-10534,3,3421
miR-10539,3,3422
miR-10541,3,3423
miR-10546,3,3424
miR-10551,3,3425
miR-10560,3,3426
miR-10564,3,3427
miR-10566,3,3428
miR-10567,3,3429
miR-10577,3,3430
miR-10579,3,3431
miR-10582,3,3432
miR-10583,3,3433
miR-10584,3,3434
miR-10586,3,3435
miR-10587,3,3436
miR-10594,3,3437
miR-10595,3,3438
miR-10601,3,3439
miR-10611,3,3440
miR-10612,3,3441
miR-10613,3,3442
miR-10616,3,3443
miR-10617,3,3444
miR-10620,3,3445
miR-10622,3,3446
miR-10628,3,3447
miR-10632,3,3448
miR-10634,3,3449
miR-10636,3,3450
miR-10639,3,3451
miR-10647,3,3452
miR-10657,3,3453
miR-10658,3,3454
miR-10659,3,3455
miR-10660,3,3456
miR-10662,3,3457
miR-10663,3,3458
miR-10666,3,3459
miR-10667,3,3460
miR-10670,3,3461
miR-10672,3,3462
miR-10673,3,3463
miR-10674,3,3464
miR-10675,3,3465
miR-10676,3,3466
miR-10678,3,3467
miR-10679,3,3468
miR-10693,3,3469
miR-10695,3,3470
miR-10697,3,3471
miR-10701,3,3472
miR-10703,3,3473
miR-10704,3,3474
miR-10706,3,3475
miR-10707,3,3476
miR-10710,3,3477
miR-10711,3,3478
miR-10712,3,3479
miR-10717,3,3480
miR-10722,3,3481
miR-10725,3,3482
miR-10727,3,3483
miR-10728,3,3484
miR-10729,3,3485
miR-10730,3,3486
miR-10732,3,3487
miR-10737,3,3488
miR-10738,3,3489
miR-10740,3,3490
miR-10744,3,3491
miR-10746,3,3492
miR-10749,3,3493
miR-10751,3,3494
miR-10752,3,3495
miR-10759,3,3496
miR-10760,3,3497
miR-10769,3,3498
miR-10773,3,3499
miR-10775,3,3500
miR-10777,3,3501
miR-10779,3,3502
miR-10782,3,3503
miR-10784,3,3504
miR-10785,3,3505
miR-10788,3,3506
miR-10789,3,3507
miR-10791,3,3508
miR-10796,3,3509
miR-10799,3,3510
miR-10800,3,3511
miR-10804,3,3512
miR-10805,3,3513
miR-10806,3,3514
miR-10807,3,3515
miR-10808,3,3516
miR-10810,3,3517
miR-10811,3,3518
miR-10814,3,3519
miR-10816,3,3520
miR-10817,3,3521
miR-10818,3,3522
miR-10819,3,3523
miR-10823,3,3524
miR-10826,3,3525
miR-10827,3,3526
miR-10828,3,3527
miR-10829,3,3528
miR-10830,3,3529
miR-10837,3,3530
miR-10840,3,3531
miR-10841,3,3532
miR-10842,3,3533
miR-10845,3,3534
miR-10852,3,3535
miR-10858,3,3536
miR-10873,3,3537
miR-10875,3,3538
miR-10876,3,3539
miR-10877,3,3540
miR-10878,3,3541
miR-10879,3,3542
miR-10880,3,3543
miR-10881,3,3544
miR-10882,3,3545
miR-10883,3,3546
miR-10884,3,3547
miR-10885,3,3548
miR-10886,3,3549
miR-10887,3,3550
miR-10889,3,3551
miR-10896,3,3552
miR-10898,3,3553
miR-10901,3,3554
miR-10902,3,3555
miR-10904,3,3556
miR-10905,3,3557
miR-10907,3,3558
miR-10908,3,3559
miR-10910,3,3560
miR-10911,3,3561
miR-10913,3,3562
miR-10918,3,3563
miR-10920,3,3564
miR-10922,3,3565
miR-10925,3,3566
miR-10930,3,3567
miR-10931,3,3568
miR-10934,3,3569
miR-10935,3,3570
miR-10937,3,3571
miR-10938,3,3572
miR-10939,3,3573
miR-10944,3,3574
miR-10946,3,3575
miR-10948,3,3576
miR-10949,3,3577
miR-10952,3,3578
miR-10953,3,3579
miR-10954,3,3580
miR-10956,3,3581
miR-10958,3,3582
miR-10959,3,3583
miR-10961,3,3584
miR-10962,3,3585
miR-10963,3,3586
miR-10964,3,3587
miR-10965,3,3588
miR-10966,3,3589
miR-10967,3,3590
miR-10970,3,3591
miR-10972,3,3592
miR-10973,3,3593
miR-10978,3,3594
miR-10981,3,3595
miR-10982,3,3596
miR-10983,3,3597
miR-10984,3,3598
miR-10985,3,3599
miR-10989,3,3600
miR-10991,3,3601
miR-10993,3,3602
miR-10994,3,3603
miR-10995,3,3604
miR-10997,3,3605
miR-10998,3,3606
miR-10999,3,3607
miR-11000,3,3608
miR-11001,3,3609
miR-11002,3,3610
miR-11006,3,3611
miR-11009,3,3612
miR-11010,3,3613
miR-11011,3,3614
miR-11012,3,3615
miR-11016,3,3616
miR-11017,3,3617
miR-11021,3,3618
miR-11023,3,3619
miR-11024,3,3620
miR-11025,3,3621
miR-11026,3,3622
miR-11028,3,3623
miR-11029,3,3624
miR-11033,3,3625
miR-11034,3,3626
miR-11037,3,3627
miR-11038,3,3628
miR-11041,3,3629
miR-11042,3,3630
miR-11043,3,3631
miR-11044,3,3632
miR-11045,3,3633
miR-11048,3,3634
miR-11049,3,3635
miR-11063,3,3636
miR-11064,3,3637
miR-11067,3,3638
miR-11073,3,3639
miR-11076,3,3640
miR-11079,3,3641
miR-11080,3,3642
miR-11081,3,3643
miR-11082,3,3644
miR-11087,3,3645
miR-11088,3,3646
miR-11090,3,3647
miR-11092,3,3648
miR-11093,3,3649
miR-11095,3,3650
miR-11098,3,3651
miR-11100,3,3652
miR-11104,3,3653
miR-11105,3,3654
miR-11109,3,3655
miR-11110,3,3656
miR-11112,3,3657
miR-11113,3,3658
miR-11114,3,3659
miR-11118,3,3660
miR-11120,3,3661
miR-11121,3,3662
miR-11122,3,3663
miR-11124,3,3664
miR-11126,3,3665
miR-11132,3,3666
miR-11135,3,3667
miR-11137,3,3668
miR-11139,3,3669
miR-11140,3,3670
miR-11141,3,3671
miR-11147,3,3672
miR-11152,3,3673
miR-11153,3,3674
miR-11156,3,3675
miR-11158,3,3676
miR-11159,3,3677
miR-11166,3,3678
miR-11167,3,3679
miR-11170,3,3680
miR-11171,3,3681
miR-11173,3,3682
miR-11174,3,3683
miR-11177,3,3684
miR-11179,3,3685
miR-11184,3,3686
miR-11185,3,3687
miR-11191,3,3688
miR-11192,3,3689
miR-11193,3,3690
miR-11198,3,3691
miR-11202,3,3692
miR-11208,3,3693
miR-11209,3,3694
miR-11211,3,3695
miR-11212,3,3696
miR-11213,3,3697
miR-11215,3,3698
miR-11216,3,3699
miR-11217,3,3700
miR-11218,3,3701
miR-11226,3,3702
miR-11227,3,3703
miR-11229,3,3704
miR-11230,3,3705
miR-11231,3,3706
miR-11234,3,3707
miR-11237,3,3708
miR-11238,3,3709
miR-11239,3,3710
miR-11240,3,3711
miR-11241,3,3712
miR-11242,3,3713
miR-11243,3,3714
miR-11244,3,3715
miR-11245,3,3716
miR-11246,3,3717
miR-11247,3,3718
miR-11248,3,3719
miR-11251,3,3720
miR-11256,3,3721
miR-11258,3,3722
miR-11262,3,3723
miR-11263,3,3724
miR-11268,3,3725
miR-11269,3,3726
miR-11270,3,3727
miR-11271,3,3728
miR-11273,3,3729
miR-11274,3,3730
miR-11275,3,3731
miR-11276,3,3732
miR-11277,3,3733
miR-11278,3,3734
miR-11279,3,3735
miR-11280,3,3736
miR-11281,3,3737
miR-11282,3,3738
miR-11285,3,3739
miR-11286,3,3740
miR-11287,3,3741
miR-11290,3,3742
miR-11291,3,3743
miR-11292,3,3744
miR-11293,3,3745
miR-11294,3,3746
miR-11295,3,3747
miR-11296,3,3748
miR-11297,3,3749
miR-11298,3,3750
miR-11299,3,3751
miR-11300,3,3752
miR-11302,3,3753
miR-11303,3,3754
miR-11305,3,3755
miR-11306,3,3756
miR-11307,3,3757
miR-11312,3,3758
miR-11315,3,3759
miR-11316,3,3760
miR-11319,3,3761
miR-11321,3,3762
miR-11322,3,3763
miR-11323,3,3764
miR-11325,3,3765
miR-11326,3,3766
miR-11327,3,3767
miR-11330,3,3768
miR-11336,3,3769
miR-11400,3,3770
miR-11407,3,3771
miR-11409,3,3772
miR-11411,3,3773
miR-11413,3,3774
miR-11419,3,3775
miR-11428,3,3776
miR-11436,3,3777
miR-11443,3,3778
miR-11446,3,3779
miR-11452,3,3780
miR-11454,3,3781
miR-11462,3,3782
miR-11471,3,3783
miR-11497,3,3784
miR-11498,3,3785
miR-11503,3,3786
miR-11509,3,3787
miR-11517,3,3788
miR-11524,3,3789
miR-11526,3,3790
miR-11537,3,3791
miR-11560,3,3792
miR-11562,3,3793
miR-11572,3,3794
miR-11579,3,3795
miR-11580,3,3796
miR-11581,3,3797
miR-11582,3,3798
miR-11586,3,3799
miR-11591,3,3800
miR-11595,3,3801
miR-11596,3,3802
miR-11597,3,3803
miR-11620,3,3804
miR-11621,3,3805
miR-11622,3,3806
miR-11627,3,3807
miR-11629,3,3808
miR-11630,3,3809
miR-11631,3,3810
miR-11633,3,3811
miR-11634,3,3812
miR-11636,3,3813
miR-11637,3,3814
miR-11639,3,3815
miR-11641,3,3816
miR-11642,3,3817
miR-11643,3,3818
miR-11644,3,3819
miR-11645,3,3820
miR-11647,3,3821
miR-11648,3,3822
miR-11652,3,3823
miR-11654,3,3824
miR-11655,3,3825
miR-11656,3,3826
miR-11893,3,3827
miR-11895,3,3828
miR-11897,3,3829
miR-11899,3,3830
miR-11900,3,3831
miR-11901,3,3832
miR-11902,3,3833
miR-11904,3,3834
miR-11908,3,3835
miR-11911,3,3836
miR-11912,3,3837
miR-11913,3,3838
miR-11914,3,3839
miR-11916,3,3840
miR-11917,3,3841
miR-11918,3,3842
miR-11919,3,3843
miR-11921,3,3844
miR-11924,3,3845
miR-11930,3,3846
miR-11932,3,3847
miR-11933,3,3848
miR-11934,3,3849
miR-11938,3,3850
miR-11948,3,3851
miR-11949,3,3852
miR-11954,3,3853
miR-11955,3,3854
miR-11957,3,3855
miR-11959,3,3856
miR-11960,3,3857
miR-11966,3,3858
miR-11969,3,3859
miR-11971,3,3860
miR-11972,3,3861
miR-11976,3,3862
miR-11982,3,3863
miR-11984,3,3864
miR-11985,3,3865
miR-11987,3,3866
miR-11991,3,3867
miR-11993,3,3868
miR-11994,3,3869
miR-11995,3,3870
miR-11996,3,3871
miR-11998,3,3872
miR-11999,3,3873
miR-12001,3,3874
miR-12004,3,3875
miR-12005,3,3876
miR-12006,3,3877
miR-12010,3,3878
miR-12013,3,3879
miR-12014,3,3880
miR-12015,3,3881
miR-12016,3,3882
miR-12017,3,3883
miR-12022,3,3884
miR-12024,3,3885
miR-12027,3,3886
miR-12029,3,3887
miR-12031,3,3888
miR-12032,3,3889
miR-12033,3,3890
miR-12034,3,3891
miR-12035,3,3892
miR-12037,3,3893
miR-12038,3,3894
miR-12040,3,3895
miR-12042,3,3896
miR-12043,3,3897
miR-12046,3,3898
miR-12047,3,3899
miR-12051,3,3900
miR-12052,3,3901
miR-12053,3,3902
miR-12054,3,3903
miR-12056,3,3904
miR-12057,3,3905
miR-12058,3,3906
miR-12059,3,3907
miR-12060,3,3908
miR-12062,3,3909
miR-12063,3,3910
miR-12064,3,3911
miR-12069,3,3912
miR-12070,3,3913
miR-12072,3,3914
miR-12073,3,3915
miR-12074,3,3916
miR-12075,3,3917
miR-12076,3,3918
miR-12077,3,3919
miR-12079,3,3920
miR-12082,3,3921
miR-12083,3,3922
miR-12084,3,3923
miR-12087,3,3924
miR-12091,3,3925
miR-12094,3,3926
miR-12095,3,3927
miR-12098,3,3928
miR-12103,3,3929
miR-12108,3,3930
miR-12181,3,3931
miR-12182,3,3932
miR-12184,3,3933
miR-12191,3,3934
miR-12196,3,3935
miR-12201,3,3936
miR-12205,3,3937
miR-12207,3,3938
miR-12216,3,3939
miR-12218,3,3940
miR-12220,3,3941
miR-12221,3,3942
miR-12223,3,3943
miR-12225,3,3944
miR-12227,3,3945
miR-12231,3,3946
miR-12232,3,3947
miR-12233,3,3948
miR-12234,3,3949
miR-12235,3,3950
miR-12243,3,3951
miR-12246,3,3952
miR-12247,3,3953
miR-12248,3,3954
miR-12249,3,3955
miR-12250,3,3956
miR-12252,3,3957
miR-12253,3,3958
miR-12254,3,3959
miR-12255,3,3960
miR-12256,3,3961
miR-12257,3,3962
miR-12258,3,3963
miR-12259,3,3964
miR-12261,3,3965
miR-12263,3,3966
miR-12264,3,3967
miR-12265,3,3968
miR-12266,3,3969
miR-12267,3,3970
miR-12269,3,3971
miR-12275,3,3972
miR-12277,3,3973
miR-12278,3,3974
miR-12279,3,3975
miR-12284,3,3976
miR-12285,3,3977
miR-12288,3,3978
miR-12289,3,3979
miR-12294,3,3980
miR-12295,3,3981
miR-12299,3,3982
miR-12303,3,3983
miR-12305,3,3984
miR-12306,3,3985
miR-12307,3,3986
miR-12311,3,3987
miR-12313,3,3988
miR-12316,3,3989
miR-12320,3,3990
miR-12321,3,3991
miR-12323,3,3992
miR-12328,3,3993
miR-12330,3,3994
miR-12331,3,3995
miR-12332,3,3996
miR-12334,3,3997
miR-12335,3,3998
miR-12339,3,3999
miR-12340,3,4000
miR-12343,3,4001
miR-12346,3,4002
miR-12347,3,4003
miR-12352,3,4004
miR-12353,3,4005
miR-12355,3,4006
miR-12356,3,4007
miR-12357,3,4008
miR-12358,3,4009
miR-12359,3,4010
miR-12360,3,4011
miR-12361,3,4012
miR-12364,3,4013
miR-12367,3,4014
miR-12368,3,4015
miR-12370,3,4016
miR-12371,3,4017
miR-12372,3,4018
miR-12376,3,4019
miR-12381,3,4020
miR-12384,3,4021
miR-12385,3,4022
miR-12386,3,4023
miR-12387,3,4024
miR-12388,3,4025
miR-12389,3,4026
miR-12390,3,4027
miR-12391,3,4028
miR-12394,3,4029
miR-12395,3,4030
miR-12396,3,4031
miR-12397,3,4032
miR-12398,3,4033
miR-12401,3,4034
miR-12402,3,4035
miR-12404,3,4036
miR-12405,3,4037
miR-12409,3,4038
miR-12412,3,4039
lsy-6,3,4040
miR-68,2,4041
miR-69,2,4042
miR-88,2,4043
miR-89,2,4044
miR-91,2,4045
miR-94,2,4046
miR-97,2,4047
miR-108,2,4048
miR-109,2,4049
miR-113,2,4050
miR-114,2,4051
miR-117,2,4052
miR-121,2,4053
miR-123,2,4054
miR-131,2,4055
miR-257,2,4056
miR-261,2,4057
miR-264,2,4058
miR-266,2,4059
miR-267,2,4060
miR-269,2,4061
miR-270,2,4062
miR-273,2,4063
miR-280,2,4064
miR-289,2,4065
miR-348,2,4066
miR-349,2,4067
miR-401,2,4068
miR-404,2,4069
miR-405,2,4070
miR-406,2,4071
miR-435,2,4072
miR-438,2,4073
miR-440,2,4074
miR-441,2,4075
miR-442,2,4076
miR-443,2,4077
miR-445,2,4078
miR-446,2,4079
miR-461,2,4080
miR-522,2,4081
miR-537,2,4082
miR-538,2,4083
miR-546,2,4084
miR-558,2,4085
miR-565,2,4086
miR-568,2,4087
miR-572,2,4088
miR-588,2,4089
miR-591,2,4090
miR-610,2,4091
miR-611,2,4092
miR-614,2,4093
miR-618,2,4094
miR-620,2,4095
miR-630,2,4096
miR-635,2,4097
miR-640,2,4098
miR-645,2,4099
miR-649,2,4100
miR-662,2,4101
miR-680,2,4102
miR-681,2,4103
miR-682,2,4104
miR-683,2,4105
miR-685,2,4106
miR-686,2,4107
miR-688,2,4108
miR-690,2,4109
miR-691,2,4110
miR-692,2,4111
miR-694,2,4112
miR-696,2,4113
miR-697,2,4114
miR-704,2,4115
miR-706,2,4116
miR-707,2,4117
miR-713,2,4118
miR-714,2,4119
miR-717,2,4120
miR-719,2,4121
miR-721,2,4122
miR-732,2,4123
miR-733,2,4124
miR-740,2,4125
miR-749,2,4126
miR-751,2,4127
miR-757,2,4128
miR-776,2,4129
miR-777,2,4130
miR-778,2,4131
miR-782,2,4132
miR-793,2,4133
miR-796,2,4134
miR-798,2,4135
miR-799,2,4136
miR-804,2,4137
miR-807,2,4138
miR-808,2,4139
miR-809,2,4140
miR-813,2,4141
miR-815,2,4142
miR-816,2,4143
miR-817,2,4144
miR-819,2,4145
miR-836,2,4146
miR-843,2,4147
miR-849,2,4148
miR-855,2,4149
miR-867,2,4150
miR-870,2,4151
miR-882,2,4152
miR-895,2,4153
miR-897,2,4154
miR-899,2,4155
miR-901,2,4156
miR-903,2,4157
miR-904,2,4158
miR-907,2,4159
miR-910,2,4160
miR-911,2,4161
miR-915,2,4162
miR-916,2,4163
miR-918,2,4164
miR-933,2,4165
miR-941,2,4166
miR-948,2,4167
miR-1009,2,4168
miR-1015,2,4169
miR-1018,2,4170
miR-1021,2,4171
miR-1024,2,4172
miR-1025,2,4173
miR-1026,2,4174
miR-1027,2,4175
miR-1031,2,4176
miR-1032,2,4177
miR-1035,2,4178
miR-1037,2,4179
miR-1040,2,4180
miR-1041,2,4181
miR-1045,2,4182
miR-1050,2,4183
miR-1052,2,4184
miR-1054,2,4185
miR-1055,2,4186
miR-1056,2,4187
miR-1057,2,4188
miR-1059,2,4189
miR-1060,2,4190
miR-1062,2,4191
miR-1063,2,4192
miR-1066,2,4193
miR-1067,2,4194
miR-1068,2,4195
miR-1070,2,4196
miR-1072,2,4197
miR-1078,2,4198
miR-1080,2,4199
miR-1081,2,4200
miR-1084,2,4201
miR-1086,2,4202
miR-1087,2,4203
miR-1088,2,4204
miR-1089,2,4205
miR-1090,2,4206
miR-1092,2,4207
miR-1093,2,4208
miR-1095,2,4209
miR-1096,2,4210
miR-1097,2,4211
miR-1098,2,4212
miR-1099,2,4213
miR-1100,2,4214
miR-1104,2,4215
miR-1105,2,4216
miR-1106,2,4217
miR-1107,2,4218
miR-1108,2,4219
miR-1109,2,4220
miR-1110,2,4221
miR-1113,2,4222
miR-1114,2,4223
miR-1117,2,4224
miR-1118,2,4225
miR-1121,2,4226
miR-1124,2,4227
miR-1125,2,4228
miR-1129,2,4229
miR-1132,2,4230
miR-1133,2,4231
miR-1136,2,4232
miR-1137,2,4233
miR-1138,2,4234
miR-1142,2,4235
miR-1146,2,4236
miR-1152,2,4237
miR-1155,2,4238
miR-1161,2,4239
miR-1164,2,4240
miR-1167,2,4241
miR-1171,2,4242
miR-1173,2,4243
miR-1176,2,4244
miR-1177,2,4245
miR-1182,2,4246
miR-1184,2,4247
miR-1187,2,4248
miR-1190,2,4249
miR-1192,2,4250
miR-1194,2,4251
miR-1195,2,4252
miR-1200,2,4253
miR-1202,2,4254
miR-1205,2,4255
miR-1208,2,4256
miR-1212,2,4257
miR-1214,2,4258
miR-1215,2,4259
miR-1216,2,4260
miR-1218,2,4261
miR-1230,2,4262
miR-1232,2,4263
miR-1234,2,4264
miR-1235,2,4265
miR-1239,2,4266
miR-1240,2,4267
miR-1241,2,4268
miR-1257,2,4269
miR-1263,2,4270
miR-1272,2,4271
miR-1275,2,4272
miR-1276,2,4273
miR-1279,2,4274
miR-1281,2,4275
miR-1282,2,4276
miR-1286,2,4277
miR-1309,2,4278
miR-1310,2,4279
miR-1311,2,4280
miR-1315,2,4281
miR-1316,2,4282
miR-1317,2,4283
miR-1319,2,4284
miR-1321,2,4285
miR-1325,2,4286
miR-1326,2,4287
miR-1328,2,4288
miR-1330,2,4289
miR-1331,2,4290
miR-1333,2,4291
miR-1334,2,4292
miR-1335,2,4293
miR-1336,2,4294
miR-1337,2,4295
miR-1341,2,4296
miR-1342,2,4297
miR-1344,2,4298
miR-1345,2,4299
miR-1346,2,4300
miR-1347,2,4301
miR-1348,2,4302
miR-1349,2,4303
miR-1350,2,4304
miR-1352,2,4305
miR-1353,2,4306
miR-1356,2,4307
miR-1357,2,4308
miR-1358,2,4309
miR-1359,2,4310
miR-1360,2,4311
miR-1364,2,4312
miR-1366,2,4313
miR-1368,2,4314
miR-1369,2,4315
miR-1370,2,4316
miR-1371,2,4317
miR-1372,2,4318
miR-1373,2,4319
miR-1377,2,4320
miR-1382,2,4321
miR-1383,2,4322
miR-1384,2,4323
miR-1385,2,4324
miR-1387,2,4325
miR-1399,2,4326
miR-1402,2,4327
miR-1403,2,4328
miR-1407,2,4329
miR-1408,2,4330
miR-1410,2,4331
miR-1411,2,4332
miR-1412,2,4333
miR-1415,2,4334
miR-1425,2,4335
miR-1426,2,4336
miR-1427,2,4337
miR-1431,2,4338
miR-1433,2,4339
miR-1436,2,4340
miR-1437,2,4341
miR-1438,2,4342
miR-1439,2,4343
miR-1440,2,4344
miR-1442,2,4345
miR-1445,2,4346
miR-1452,2,4347
miR-1453,2,4348
miR-1454,2,4349
miR-1457,2,4350
miR-1458,2,4351
